pl.p,IBRA,IBRAsub,planting,age,establishment,aridity.index,carbon,clay,elevation.relief,elevation,nitrogen,phosphorus,ph,prec.annual,prec.season,prescott,sand,silt,slope,soil.depth,solar.annual,tmax.annual,tmin.annual,TWI,tot.ag.mass,biomass.area,plant.count,density,rare.rich,rare.rich.se,alpha,SLA.cwm,WD.cwm,SM.cwm,MH.cwm,MH.FRr,SLA.FRr,SM.FRr,WD.FRr,SLA.FEs,WD.FEs,SM.FEs,MH.FEs,MH.FDs,SLA.FDs,SM.FDs,WD.FDs,FRv,FEm,FDm,log.age,log.aridity.index,log.prec.annual,log.prescott,log.density,best.cluster,mass.per.year
40,AVW,AVW01,22,5,TS,0.2059585452,1.1480510235,13.3971274694,16.0490112305,401,0.0396457482,0.0090856552,5.265402476,318,54,0.3045686781,81.7074305216,3.2752737999,1.85067451,0.6250146031,21.261190994,24.9833333333,11.1916666667,8.665099144,552.158548,8455.7204900459,42,643.1852986217,2.7142857143,0.4517539515,3,1.7148489064,1.4313491575,4.9067646675,-0.0455084761,0.6931471806,0.4096344527,4.9799304991,0.429137918,0.9347451809,0.2627511713,0.1037174291,0.2085216372,0.1926450779,1,0.9702307626,0.2366723356,3.4472296883,0.6258645604,0.9550303187,1.6094379124,-1.5800803673,5.7620513828,-1.1888586733,6.466432861,7,0.525405281
41,AVW,AVW01,23,7,TS,0.2053805739,1.5284085274,16.1531295776,12.0752563477,363,0.0483896832,0.0125459945,5.78592062,313,47,0.3174901307,77.7106831868,3.6428116957,1.1911056042,0.594325006,21.0658205128,24.675,10.8166666667,8.8412847519,1366.312445,14488.9972958643,32,339.34252386,8.747983871,0.4611914441,9,1.9571043127,1.2969658625,0.6674692023,-0.1400354424,2.2730571051,1.7876744612,4.8747030554,0.3897291369,0.4179907996,0.6419288827,0.6425045674,0.4090847206,0.5296711647,0.3143637059,0.4012326944,0.7161432546,2.3298034926,0.4916580487,0.6877616241,1.9459101491,-1.582890563,5.7462031905,-1.1473085457,5.8270099921,7,0.7274794051
42,AVW,AVW01,23,7,TS,0.2053805739,1.5284085274,16.1531295776,12.0752563477,363,0.0483896832,0.0125459945,5.78592062,313,47,0.3174901307,77.7106831868,3.6428116957,1.1911056042,0.594325006,21.0658205128,24.675,10.8166666667,8.8412847519,1701.679882,20258.0938333333,36,428.5714285714,10.4700619984,0.6419378144,11,1.9947307527,1.3183403597,0.3365932573,-0.1711251788,2.2730571051,1.4029748194,6.0808851079,0.4137387688,0.4876059146,0.6259825887,0.5652769877,0.464224862,0.4494613203,0.1879955436,0.4815716542,0.3963029063,4.0971284822,0.8124067281,0.8499015424,1.9459101491,-1.582890563,5.7462031905,-1.1473085457,6.0604574186,7,1.0626442601
43,AVW,AVW01,23,7,TS,0.2053805739,1.5284085274,16.1531295776,12.0752563477,363,0.0483896832,0.0125459945,5.78592062,313,47,0.3174901307,77.7106831868,3.6428116957,1.1911056042,0.594325006,21.0658205128,24.675,10.8166666667,8.8412847519,2809.617869,41809.7897172619,45,669.6428571429,12.883388704,1.1096313571,15,1.9852836534,1.5255344005,1.4800994353,-0.1981663749,2.4849066498,1.7876744612,5.0151786913,0.4137387688,0.4503306252,0.521135857,0.4536765673,0.5167011867,0.3213431363,0.5471983359,0.4982845918,0.6213494054,6.7721192008,0.7809871546,0.8555285343,1.9459101491,-1.582890563,5.7462031905,-1.1473085457,6.5067445212,7,1.7872203668
44,AVW,AVW01,23,7,TS,0.2053805739,1.5284085274,16.1531295776,12.0752563477,363,0.0483896832,0.0125459945,5.78592062,313,47,0.3174901307,77.7106831868,3.6428116957,1.1911056042,0.594325006,21.0658205128,24.675,10.8166666667,8.8412847519,1982.085024,16180.2859102041,31,253.0612244898,7.935483871,0.2456701002,8,2.477348286,1.3280288068,0.8642760797,-0.1818818478,1.9252908619,2.4753638419,6.0808851079,0.4463728834,0.4199770917,0.4395815028,0.4354208946,0.5332534783,0.7200441183,0.0355550451,0.2929067941,0.7870587744,1.9079591183,0.7176815294,0.7857293026,1.9459101491,-1.582890563,5.7462031905,-1.1473085457,5.5336314535,7,0.837883433
45,WET,WET07,24,19,TS,1.8291182518,4.4000210762,26.080731074,297.7013549805,347,0.1717353786,0.0680030001,4.8894206683,2676,77,2.3934235573,50.1119486491,17.8282019297,29.3881835938,0.8785570264,16.5801112372,27.2833333333,18.175,5.9376459122,4885.292568,62332.281569378,60,765.5502392345,6.3576352283,1.1166672798,9,3.6953161896,2.2239001308,2.3659443436,-0.1434898343,0.6887930373,0.8297202583,8.5949460493,0.7060839716,0.6636590047,0.4872067416,0.3206236391,0.3527857323,0,0,0,0.2074027549,1.4714704812,0.4699546685,0.5713450468,2.9444389792,0.6038340211,7.8920784212,0.8727247917,6.6405948423,8,1.1880404757
46,WET,WET07,24,19,TS,1.8291182518,4.4000210762,26.080731074,297.7013549805,347,0.1717353786,0.0680030001,4.8894206683,2676,77,2.3934235573,50.1119486491,17.8282019297,29.3881835938,0.8785570264,16.5801112372,27.2833333333,18.175,5.9376459122,12053.753911,133930.599011111,60,666.6666666667,8.9587491629,0.8015174928,10,3.7596188666,2.1946805831,4.5779675395,-0.6064228975,0.7884573604,2.2862487455,4.8221896706,0.6931471806,0.4487907795,0.6231202288,0.5045135546,0.4332276699,0.4523706187,0.411133897,0.5825511631,0.1864578333,1.8615668903,0.7030833906,0.7573030567,2.9444389792,0.6038340211,7.8920784212,0.8727247917,6.5022901709,8,1.9528827688
47,SCP,SCP01,25,11,DS/TS,0.9678714871,7.271999836,23.6768436432,5.9939889908,18,0.2328431706,0.0647392981,4.4406073888,964,27,1.1327506304,62.4696947734,12.5981931686,1.0345516205,1.0845987797,14.4340364145,18.2166666667,9.2583333333,8.3503675461,1112.194665,111219.4665,62,6200,4.8043716971,0.4135796582,5,2.9202241199,1.9273745487,1.0441883623,-0.4791127109,1.2538446344,1.295980138,2.6392959099,0.1418228039,0.4465814409,0.5356052358,0.2233708389,0.6325147965,0.4216556054,0.6250792586,0.7143443867,0.9968665682,0.5724739163,0.747303915,0.9051988776,2.3978952728,-0.0326559617,6.8710912946,0.1246488611,8.732304571,2,2.3136101522
48,SCP,SCP01,25,11,DS/TS,0.9678714871,7.271999836,23.6768436432,5.9939889908,18,0.2328431706,0.0647392981,4.4406073888,964,27,1.1327506304,62.4696947734,12.5981931686,1.0345516205,1.0845987797,14.4340364145,18.2166666667,9.2583333333,8.3503675461,1412.689385,141268.9385,55,5500,5.9041153626,0.3004847268,6,2.9374360314,1.8445603695,0.9151420437,-0.499392139,1.9277835413,1.295980138,2.7705749132,0.1418228039,0.5491210226,0.3268185191,0.4192446346,0.5153666591,0.1994060488,0.0836716431,0.0045649631,0.9334991766,0.7983142968,0.7355029988,0.8814817954,2.3978952728,-0.0326559617,6.8710912946,0.1246488611,8.6125033712,2,2.5527701661
49,SCP,SCP01,25,11,DS/TS,0.9678714871,7.271999836,23.6768436432,5.9939889908,18,0.2328431706,0.0647392981,4.4406073888,964,27,1.1327506304,62.4696947734,12.5981931686,1.0345516205,1.0845987797,14.4340364145,18.2166666667,9.2583333333,8.3503675461,1405.537115,140553.7115,41,4100,3.9934827688,0.080487332,4,2.833798557,2.0436092343,1.3409884851,-0.4841916497,1.1086626245,1.295980138,2.6392959099,0.1418228039,0.5767040556,0.5185449488,0.6955443294,0.3798192674,0.1735170722,0.7249084749,0.7638565946,1,1.8293362775,0.7345350888,0.9546540358,2.3978952728,-0.0326559617,6.8710912946,0.1246488611,8.3187422527,2,2.5476944312
50,SCP,SCP01,25,11,DS/TS,0.9678714871,7.271999836,23.6768436432,5.9939889908,18,0.2328431706,0.0647392981,4.4406073888,964,27,1.1327506304,62.4696947734,12.5981931686,1.0345516205,1.0845987797,14.4340364145,18.2166666667,9.2583333333,8.3503675461,1191.505836,119150.5836,50,5000,5.7277952901,0.4821447954,6,2.8565556066,2.0055522764,1.2211860133,-0.4843530794,1.9277835413,1.295980138,2.7705749132,0.1418228039,0.4276661383,0.3252434295,0.250140266,0.641244572,0.2493436927,0.7249084749,0.7276625426,1,0.7983142968,0.8357320285,0.9091927329,2.3978952728,-0.0326559617,6.8710912946,0.1246488611,8.5171931914,2,2.3824928288
51,SCP,SCP01,25,11,DS/TS,0.9678714871,7.271999836,23.6768436432,5.9939889908,18,0.2328431706,0.0647392981,4.4406073888,964,27,1.1327506304,62.4696947734,12.5981931686,1.0345516205,1.0845987797,14.4340364145,18.2166666667,9.2583333333,8.3503675461,1121.718591,112171.8591,34,3400,3.8823313783,0.3222153273,4,3.1869275002,1.8155475907,0.80639897,-0.4982048886,1.2538446344,1.0178478533,2.0160435859,0.1418228039,0.1296397724,0.2475231841,0.5031042071,0.5011595754,0.8465743782,0.1065353601,0.0062734617,0.9334991766,1.7098648143,0.3861775581,0.8586241951,2.3978952728,-0.0326559617,6.8710912946,0.1246488611,8.1315307106,2,2.3221368787
52,SCP,SCP01,25,11,DS/TS,0.9678714871,7.271999836,23.6768436432,5.9939889908,18,0.2328431706,0.0647392981,4.4406073888,964,27,1.1327506304,62.4696947734,12.5981931686,1.0345516205,1.0845987797,14.4340364145,18.2166666667,9.2583333333,8.3503675461,1332.01079,133201.079,60,6000,3.4739072257,0.5225321723,4,3.258318539,1.8881951783,0.7312156237,-0.4822233809,1.2538446344,1.295980138,2.6392959099,0.1418228039,0.5648820904,0.228026397,0.4162544834,0.7002639749,0.8465743782,0.0836716431,0.0047920251,0.9334991766,1.5784253263,0.8589705485,0.8687869259,2.3978952728,-0.0326559617,6.8710912946,0.1246488611,8.6995147482,2,2.4939645859
53,SCP,SCP01,25,11,DS/TS,0.9678714871,7.271999836,23.6768436432,5.9939889908,18,0.2328431706,0.0647392981,4.4406073888,964,27,1.1327506304,62.4696947734,12.5981931686,1.0345516205,1.0845987797,14.4340364145,18.2166666667,9.2583333333,8.3503675461,1284.00172,128400.172,39,3900,3.9498851031,0.2182999917,4,3.4283984718,2.0447551872,1.1173025154,-0.4364089049,1.2538446344,1.0178478533,2.0160435859,0.1418228039,0.6031567359,0.1319304486,0.5064577494,0.1766215627,0.8465743782,0,0.734451652,0.0539670961,1.7098648143,0.5513260679,0.7911808602,2.3978952728,-0.0326559617,6.8710912946,0.1246488611,8.2687318321,2,2.457256458
54,SCP,SCP01,25,11,DS/TS,0.9678714871,7.271999836,23.6768436432,5.9939889908,18,0.2328431706,0.0647392981,4.4406073888,964,27,1.1327506304,62.4696947734,12.5981931686,1.0345516205,1.0845987797,14.4340364145,18.2166666667,9.2583333333,8.3503675461,1617.558473,161755.8473,30,3000,4,0,4,3.1712554662,1.7851703895,0.5560143303,-0.4932040781,1.2538446344,1.295980138,2.6392959099,0.1418228039,0.3512635638,0.3497464388,0.2319161402,0.6001611614,0.8465743782,0.0836716431,0.0047920251,0.9334991766,1.5784253263,0.6492425694,0.8487542274,2.3978952728,-0.0326559617,6.8710912946,0.1246488611,8.0063675677,2,2.6881928102
55,SCP,SCP01,25,11,DS/TS,0.9678714871,7.271999836,23.6768436432,5.9939889908,18,0.2328431706,0.0647392981,4.4406073888,964,27,1.1327506304,62.4696947734,12.5981931686,1.0345516205,1.0845987797,14.4340364145,18.2166666667,9.2583333333,8.3503675461,473.792491,26032.5544505494,251,13791.2087912088,2.1113933593,0.3361310065,3,1.8931240807,2.0949248641,-2.4116567593,-0.4871428876,3.1409142834,0.2469674367,3.2685924759,0.0635144394,0.5373145997,0.0578394233,0.1647812885,0.8113854164,0,0,0,0,2.6323250096,0.6320375818,0.6796158402,2.3978952728,-0.0326559617,6.8710912946,0.1246488611,9.531786624,2,0.8614525763
56,SCP,SCP01,26,12,DS/TS,0.9748743773,7.8395738602,23.7834027608,4.4349050522,19,0.1887321522,0.0536975463,4.5007832845,970,27,1.1473335028,56.4199841817,13.0806013743,0.5942689776,1.0536978245,14.3776169094,18.2166666667,9.25,7.6320858002,2732.062482,139390.942959184,54,2755.1020408163,2.5548486885,0.4974769894,3,2.6292471586,2.5466819714,2.2753879869,-0.4370116253,1.1086626245,1.0178478533,2.0160435859,0.1418228039,0.6589036227,0.0049544502,0.1281888056,0.0688480143,0,0,0,0,3.3917586665,0.3191973097,0.9963230171,2.4849066498,-0.0254466601,6.8772960715,0.1374405568,7.9212097593,2,2.4523758748
57,SCP,SCP01,26,12,DS/TS,0.9748743773,7.8395738602,23.7834027608,4.4349050522,19,0.1887321522,0.0536975463,4.5007832845,970,27,1.1473335028,56.4199841817,13.0806013743,0.5942689776,1.0536978245,14.3776169094,18.2166666667,9.25,7.6320858002,2243.370297,114457.668214286,153,7806.1224489796,3.3512476845,0.4816335082,4,2.3172192715,2.1852027842,-0.7892884615,-0.4830542291,1.6094379124,1.0178478533,4.9642875502,0.1418228039,0.850769412,0.5553714333,0.6150597467,0.257920221,0.3111491807,0,0.5938906509,0,1.9559572815,0.6369169859,0.9532316185,2.4849066498,-0.0254466601,6.8772960715,0.1374405568,8.9626636341,2,2.2552983949
58,SCP,SCP01,26,12,DS/TS,0.9748743773,7.8395738602,23.7834027608,4.4349050522,19,0.1887321522,0.0536975463,4.5007832845,970,27,1.1473335028,56.4199841817,13.0806013743,0.5942689776,1.0536978245,14.3776169094,18.2166666667,9.25,7.6320858002,2152.357222,109814.143979592,88,4489.7959183674,2.9954716095,0.0671422341,3,2.2763929206,2.1916517094,-0.9630909132,-0.4833852904,0.6931471806,0.9394669853,4.9642875502,0.1418228039,0.7956602274,0.987578372,0.7705464686,0.9864053,0.7224660245,0,0.5938906509,0,3.4132278084,0.9802199277,0.9253746501,2.4849066498,-0.0254466601,6.8772960715,0.1374405568,8.4095625272,2,2.2138826868
59,SCP,SCP01,26,12,DS/TS,0.9748743773,7.8395738602,23.7834027608,4.4349050522,19,0.1887321522,0.0536975463,4.5007832845,970,27,1.1473335028,56.4199841817,13.0806013743,0.5942689776,1.0536978245,14.3776169094,18.2166666667,9.25,7.6320858002,2173.75841,110906.041326531,61,3112.2448979592,2.9396740625,0.2380918031,3,2.6939133067,2.4377529027,2.1198162518,-0.4463090154,1.1086626245,1.0178478533,2.0160435859,0.1418228039,0.4371824816,0.0089505085,0.2205905754,0.1178517965,0.1735170722,0.9229935321,0.2592748862,0.0125337273,3.3917586665,0.5116478848,0.9870382858,2.4849066498,-0.0254466601,6.8772960715,0.1374405568,8.0430995769,2,2.2237767185
60,SCP,SCP01,26,12,DS/TS,0.9748743773,7.8395738602,23.7834027608,4.4349050522,19,0.1887321522,0.0536975463,4.5007832845,970,27,1.1473335028,56.4199841817,13.0806013743,0.5942689776,1.0536978245,14.3776169094,18.2166666667,9.25,7.6320858002,3393.896249,173157.971887755,86,4387.7551020408,1.8903180705,0.312492886,2,2.591401242,2.6500911263,2.4665290793,-0.4242134334,0.1923718926,0.9394669853,2.0160435859,0.1418228039,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,2.4849066498,-0.0254466601,6.8772960715,0.1374405568,8.386573009,2,2.6692976604
61,SCP,SCP01,26,12,DS/TS,0.9748743773,7.8395738602,23.7834027608,4.4349050522,19,0.1887321522,0.0536975463,4.5007832845,970,27,1.1473335028,56.4199841817,13.0806013743,0.5942689776,1.0536978245,14.3776169094,18.2166666667,9.25,7.6320858002,2249.193185,114754.754336735,37,1887.7551020408,2.9949655538,0.0707763719,3,2.6909053551,2.5206190971,2.3234084088,-0.4314442438,1.1086626245,1.0178478533,2.0160435859,0.1418228039,0.5767528466,0.0053703716,0.1382333194,0.0828666476,0,0,0,0,3.3917586665,0.3414782724,0.9839471806,2.4849066498,-0.0254466601,6.8772960715,0.1374405568,7.5431436254,2,2.2578906304
62,SCP,SCP01,27,9,DS/TS,0.9678714871,6.429268837,21.0788319906,3.71966362,17,0.1650536234,0.0488338235,4.3431312243,964,27,1.1393268108,59.8774592082,13.4770030975,0.4247379005,1.0920745134,14.4340364145,18.2166666667,9.2583333333,9.4560461044,3107.791461,170757.772582418,197,10824.1758241758,3.0222361183,0.6237913075,4,2.8436060549,1.6593283397,-0.5641946308,-0.4520879787,1.6094379124,1.295980138,4.9642875502,0.0729457726,0.6607320908,0.8478844324,0.5245831552,0.7478342901,0.6695249759,0.5493273825,0.4683434666,0.6729443609,0.6020521301,0.1410230398,0.6575381572,2.1972245773,-0.0326559617,6.8710912946,0.1304375712,9.2895374136,2,2.9430214403
63,SCP,SCP01,27,9,DS/TS,0.9678714871,6.429268837,21.0788319906,3.71966362,17,0.1650536234,0.0488338235,4.3431312243,964,27,1.1393268108,59.8774592082,13.4770030975,0.4247379005,1.0920745134,14.4340364145,18.2166666667,9.2583333333,9.4560461044,2511.361612,137986.901758242,96,5274.7252747253,2.8734430141,0.3385901836,3,3.170815106,1.5158048221,0.3078309789,-0.4362641877,1.1086626245,1.295980138,2.6392959099,0.0238573263,0.0871175341,0.6514188666,0.8058821979,0.9425869039,0,0,0,0,3.1188377873,0.2810260394,0.9603706741,2.1972245773,-0.0326559617,6.8710912946,0.1304375712,8.5706818764,2,2.7299341885
64,SCP,SCP01,27,9,DS/TS,0.9678714871,6.429268837,21.0788319906,3.71966362,17,0.1650536234,0.0488338235,4.3431312243,964,27,1.1393268108,59.8774592082,13.4770030975,0.4247379005,1.0920745134,14.4340364145,18.2166666667,9.2583333333,9.4560461044,2088.32118,114742.921978022,55,3021.978021978,4.4206827563,0.5942905161,5,2.9914709214,1.7634940764,0.5051346443,-0.4365842813,1.6094379124,1.295980138,4.9642875502,0.0729457726,0.4167227578,0.405917471,0.6208069624,0.5361783106,0.3583757951,0.5493273825,0.4263625781,0.3026872859,0.6327905204,0.5148190062,0.6672015106,2.1972245773,-0.0326559617,6.8710912946,0.1304375712,8.0136668701,2,2.5454695876
65,SCP,SCP01,27,9,DS/TS,0.9678714871,6.429268837,21.0788319906,3.71966362,17,0.1650536234,0.0488338235,4.3431312243,964,27,1.1393268108,59.8774592082,13.4770030975,0.4247379005,1.0920745134,14.4340364145,18.2166666667,9.2583333333,9.4560461044,2067.697299,113609.741703297,151,8296.7032967033,4.5765671725,0.7512781146,6,3.0317586058,1.6433012251,0.1629614765,-0.4356432561,1.6094379124,1.295980138,4.9642875502,0.1379322576,0.5166695251,0.2742247568,0.6084969631,0.3933773334,0,0.2923627138,0,0,0.1666907783,0.5988293774,0.9458336557,2.1972245773,-0.0326559617,6.8710912946,0.1304375712,9.0236135217,2,2.5355446797
66,SCP,SCP01,27,9,DS/TS,0.9678714871,6.429268837,21.0788319906,3.71966362,17,0.1650536234,0.0488338235,4.3431312243,964,27,1.1393268108,59.8774592082,13.4770030975,0.4247379005,1.0920745134,14.4340364145,18.2166666667,9.2583333333,9.4560461044,2540.994272,139615.06989011,132,7252.7472527473,2.9575513442,0.7859573702,5,3.064815335,1.4887992149,-0.2258836052,-0.4434848442,1.6094379124,0.711917377,4.4415780788,0.1379322576,0.3778448926,0.047032507,0.2003352441,0.1823513442,0,0,0,0,1.0772001606,0.3406117878,0.9658503738,2.1972245773,-0.0326559617,6.8710912946,0.1304375712,8.8891356075,2,2.7416645577
67,SCP,SCP01,27,9,DS/TS,0.9678714871,6.429268837,21.0788319906,3.71966362,17,0.1650536234,0.0488338235,4.3431312243,964,27,1.1393268108,59.8774592082,13.4770030975,0.4247379005,1.0920745134,14.4340364145,18.2166666667,9.2583333333,9.4560461044,2882.280365,158367.053021978,93,5109.8901098901,2.6620455281,0.7801534153,4,3.1558863359,1.4562194069,0.0672401234,-0.4388903528,1.6094379124,1.295980138,4.9642875502,0.0729457726,0.4736537956,0.7346429563,0.5486499017,0.104221362,0,0,0,0,0.6020521301,0.1564192187,0.5268547975,2.1972245773,-0.0326559617,6.8710912946,0.1304375712,8.5389331781,2,2.8676908818
68,SCP,SCP01,27,9,DS/TS,0.9678714871,6.429268837,21.0788319906,3.71966362,17,0.1650536234,0.0488338235,4.3431312243,964,27,1.1393268108,59.8774592082,13.4770030975,0.4247379005,1.0920745134,14.4340364145,18.2166666667,9.2583333333,9.4560461044,2196.547153,120689.404010989,169,9285.7142857143,2.7234286412,0.6244914927,4,2.8409958631,1.6378216678,-0.6914658343,-0.4539751556,1.6094379124,1.295980138,4.9642875502,0.0729457726,0.665880591,0.8355747012,0.3537840069,0.7490324992,0.6695249759,0.5493273825,0.4683434666,0.6729443609,0.6020521301,0.0841927718,0.661191797,2.1972245773,-0.0326559617,6.8710912946,0.1304375712,9.1362323998,2,2.5959957591
69,VIM,VIM01,28,7,NA,0.3736349344,2.4688153267,32.4044164022,16.9420166016,188,0.1083322614,0.0237131597,5.1333250999,479,24,0.4810095429,54.7393684387,11.8748871485,0.8044943213,0.8765030503,17.6496545588,21.0083333333,8.3916666667,10.221736908,3197.36,58133.8181818182,213,3872.7272727273,1.9999999996,1.95993369332931E-05,2,2.4589776271,1.157772115,-0.5151654345,0.0216592361,0.3001045925,0.1089848259,0.1567801644,0,NA,NA,NA,NA,1,1,1,0,2.8284271247,0,0,1.9459101491,-0.9844760694,6.1717005974,-0.7318681693,8.2617142595,1,2.116837414
70,VIM,VIM01,28,7,NA,0.3736349344,2.4688153267,32.4044164022,16.9420166016,188,0.1083322614,0.0237131597,5.1333250999,479,24,0.4810095429,54.7393684387,11.8748871485,0.8044943213,0.8765030503,17.6496545588,21.0083333333,8.3916666667,10.221736908,2461.04,46434.7169811321,244,4603.7735849057,1.9999999469,0.0002304721,2,2.4821558737,1.1493547924,-0.5030566917,0.0216592361,0.3001045925,0.1089848259,0.1567801644,0,NA,NA,NA,NA,1,1,1,0,2.8284271247,0,0,1.9459101491,-0.9844760694,6.1717005974,-0.7318681693,8.4346315907,1,1.8921372412
71,VIM,VIM01,28,7,NA,0.3736349344,2.4688153267,32.4044164022,16.9420166016,188,0.1083322614,0.0237131597,5.1333250999,479,24,0.4810095429,54.7393684387,11.8748871485,0.8044943213,0.8765030503,17.6496545588,21.0083333333,8.3916666667,10.221736908,1594.22,27020.6779661017,210,3559.3220338983,1.999999394,0.0007784533,2,2.4969385433,1.1439863751,-0.4953339529,0.0216592361,0.3001045925,0.1089848259,0.1567801644,0,NA,NA,NA,NA,1,1,1,0,2.8284271247,0,0,1.9459101491,-0.9844760694,6.1717005974,-0.7318681693,8.1773253658,1,1.3506922744
72,VIM,VIM01,28,7,NA,0.3736349344,2.4688153267,32.4044164022,16.9420166016,188,0.1083322614,0.0237131597,5.1333250999,479,24,0.4810095429,54.7393684387,11.8748871485,0.8044943213,0.8765030503,17.6496545588,21.0083333333,8.3916666667,10.221736908,2058.73,51468.25,204,5100,1.9999987945,0.0010979721,2,2.5011837204,1.142444713,-0.4931161943,0.0216592361,0.3001045925,0.1089848259,0.1567801644,0,NA,NA,NA,NA,1,1,1,0,2.8284271247,0,0,1.9459101491,-0.9844760694,6.1717005974,-0.7318681693,8.5369958187,1,1.9950549636
73,NSS,NSS01,29,9,DS,0.471042484,3.1546211243,21.6463801066,19.9279022217,170,0.1201979543,0.0281748585,4.9216872851,610,22,0.6719622612,63.8394966125,14.2553326289,1.3598918915,0.8972643614,17.7620594479,21.25,8.5083333333,8.9348554611,2436.877415,27076.4157222222,39,433.3333333333,3.9997788171,0.0148705737,4,2.8695865974,1.762144519,1.187602153,-0.2579370369,1.6927846404,0.5714181886,2.7711200131,0.187998633,0.5296673033,0.5456805458,0.6720313237,0.3188987721,0.3485598087,0.4724723445,0.8318732363,0.5850930722,1.9859946526,0.7707465966,0.9531455002,2.1972245773,-0.7528069894,6.4134589572,-0.397553099,6.0715072548,2,1.1014385031
